Date,Close,Open,High,Low,Vol.
2019-05-16,7000.1,7018.6,7055.6,6944.5,4930000.0
2019-05-15,7000.1,6870.4,7000.1,6851.9,4970000.0
2019-05-14,6851.9,6777.9,6851.9,6759.3,3780000.0
2019-05-13,6814.9,6796.4,6944.5,6777.9,3760000.0
2019-05-10,6796.4,6796.4,6814.9,6740.8,3840000.0
2019-05-09,6759.3,6722.3,6814.9,6703.8,4930000.0
2019-05-08,6759.3,6685.3,6777.9,6666.7,4230000.0
2019-05-07,6759.3,6851.9,6889.0,6759.3,2920000.0
2019-05-06,6833.4,6926.0,6944.5,6666.7,6240000.0
2019-05-03,7018.6,6981.6,7018.6,6889.0,6600000.0
2019-05-02,7018.6,7092.7,7092.7,6944.5,2960000.0
2019-04-26,7055.6,7055.6,7111.2,7018.6,3880000.0
2019-04-25,7055.6,7148.2,7148.2,7055.6,2480000.0
2019-04-24,7148.2,7129.7,7166.7,7055.6,3610000.0
2019-04-23,7074.2,7092.7,7185.3,7055.6,4160000.0
2019-04-22,7166.7,7185.3,7185.3,7037.1,3380000.0
2019-04-19,7185.3,7185.3,7185.3,7092.7,2800000.0
2019-04-18,7148.2,7203.8,7222.3,7092.7,3490000.0
2019-04-17,7203.8,7111.2,7259.3,7092.7,5590000.0
2019-04-16,7092.7,7148.2,7185.3,6981.6,7190000.0
2019-04-12,7203.8,7240.8,7259.3,7185.3,4690000.0
2019-04-11,7277.9,7370.5,7370.5,7259.3,2430000.0
2019-04-10,7351.9,7370.5,7407.5,7203.8,6430000.0
2019-04-09,7389.0,7370.5,7463.0,7351.9,5590000.0
2019-04-08,7351.9,7444.5,7444.5,7259.3,4480000.0
2019-04-05,7426.0,7407.5,7463.0,7370.5,5120000.0
2019-04-04,7407.5,7389.0,7463.0,7370.5,2750000.0
2019-04-03,7389.0,7444.5,7463.0,7314.9,8990000.0
2019-04-02,7463.0,7574.2,7592.7,7463.0,4560000.0
2019-04-01,7500.1,7518.6,7574.2,7463.0,4120000.0
2019-03-29,7481.6,7629.7,7648.2,7463.0,6610000.0
2019-03-28,7574.2,7574.2,7666.8,7555.6,2950000.0
2019-03-27,7666.8,7518.6,7666.8,7463.0,5570000.0
2019-03-26,7481.6,7518.6,7592.7,7481.6,4430000.0
2019-03-25,7481.6,7500.1,7629.7,7407.5,9180000.0
2019-03-22,7777.9,7870.5,7870.5,7722.3,6730000.0
2019-03-21,7777.9,8055.6,8092.7,7777.9,8530000.0
2019-03-20,8055.6,8092.7,8111.2,7963.1,5860000.0
2019-03-19,8111.2,8333.4,8333.4,8092.7,4560000.0
2019-03-18,8333.4,8111.2,8333.4,8092.7,12100000.0
2019-03-15,8074.2,8037.1,8074.2,7981.6,4650000.0
2019-03-14,8037.1,8129.7,8148.2,8037.1,4430000.0
2019-03-13,8148.2,8055.6,8185.3,8037.1,12170000.0
2019-03-12,7963.1,7851.9,7963.1,7759.3,6920000.0
2019-03-11,7814.9,7796.4,7851.9,7759.3,2160000.0
2019-03-08,7796.4,7814.9,7870.5,7740.8,7490000.0
2019-03-07,7889.0,7889.0,7981.6,7851.9,7240000.0
2019-03-06,7889.0,7926.0,7944.5,7833.4,3810000.0
2019-03-05,7926.0,7907.5,8037.1,7870.5,9790000.0
2019-03-04,7926.0,7740.8,8000.1,7740.8,8340000.0
2019-03-01,7740.8,7666.8,7740.8,7629.7,5930000.0
2019-02-28,7666.8,7851.9,7851.9,7629.7,7480000.0
2019-02-27,7851.9,7851.9,7907.5,7814.9,4340000.0
2019-02-26,7889.0,7926.0,8018.6,7814.9,7790000.0
2019-02-25,7963.1,8037.1,8074.2,7944.5,6760000.0
2019-02-22,7907.5,7833.4,8018.6,7814.9,7450000.0
2019-02-21,7926.0,7889.0,7926.0,7740.8,6890000.0
2019-02-20,7833.4,7833.4,7926.0,7740.8,5870000.0
2019-02-19,7851.9,8037.1,8074.2,7851.9,8100000.0
2019-02-18,7963.1,7926.0,8018.6,7907.5,4410000.0
2019-02-15,7870.5,7851.9,7963.1,7740.8,7610000.0
2019-02-14,7870.5,7963.1,7981.6,7851.9,6210000.0
2019-02-13,7963.1,7926.0,8037.1,7907.5,9290000.0
2019-02-12,7907.5,7926.0,7981.6,7833.4,10750000.0
2019-02-11,7851.9,7463.0,7851.9,7463.0,8610000.0
2019-02-01,7426.0,7481.6,7518.6,7333.4,8670000.0
2019-01-31,7481.6,7426.0,7537.1,7426.0,6440000.0
2019-01-30,7370.5,7426.0,7463.0,7351.9,3490000.0
2019-01-29,7407.5,7296.4,7407.5,7203.8,4330000.0
2019-01-28,7296.4,7426.0,7463.0,7222.3,3820000.0
2019-01-25,7426.0,7444.5,7518.6,7370.5,3650000.0
2019-01-24,7481.6,7370.5,7481.6,7296.4,5560000.0
2019-01-23,7370.5,7240.8,7389.0,7240.8,3820000.0
2019-01-22,7277.9,7407.5,7537.1,7277.9,6160000.0
2019-01-21,7407.5,7148.2,7481.6,7148.2,6830000.0
2019-01-18,7129.7,7148.2,7222.3,7092.7,4520000.0
2019-01-17,7037.1,7333.4,7370.5,7037.1,3830000.0
2019-01-16,7351.9,7148.2,7389.0,7148.2,10700000.0
2019-01-15,7129.7,7055.6,7166.7,7037.1,3160000.0
2019-01-14,7055.6,7074.2,7111.2,6981.6,3100000.0
2019-01-11,7074.2,7148.2,7185.3,7055.6,3130000.0
2019-01-10,7111.2,7111.2,7203.8,7092.7,2670000.0
2019-01-09,7092.7,7111.2,7240.8,7092.7,5470000.0
2019-01-08,7092.7,7092.7,7148.2,7018.6,2250000.0
2019-01-07,7129.7,7148.2,7259.3,7092.7,4440000.0
2019-01-04,7018.6,7000.1,7092.7,6796.4,5210000.0
2019-01-03,7037.1,7185.3,7259.3,6926.0,8150000.0
2019-01-02,7185.3,7389.0,7389.0,7185.3,2800000.0
2018-12-28,7389.0,7407.5,7407.5,7259.3,3220000.0
2018-12-27,7351.9,7555.6,7555.6,7296.4,3330000.0
2018-12-26,7222.3,7333.4,7389.0,7222.3,2950000.0
2018-12-25,7259.3,7407.5,7407.5,7148.2,5980000.0
2018-12-24,7537.1,7666.8,7740.8,7537.1,2050000.0
2018-12-21,7666.8,7444.5,7666.8,7426.0,8910000.0
2018-12-20,7518.6,7574.2,7685.3,7518.6,6730000.0
2018-12-19,7666.8,7666.8,7740.8,7481.6,7520000.0
2018-12-18,7666.8,7592.7,7777.9,7481.6,12650000.0
2018-12-17,7777.9,8037.1,8037.1,7703.8,11860000.0
2018-12-14,8074.2,8314.9,8314.9,8074.2,9800000.0
2018-12-13,8314.9,8351.9,8407.5,8296.4,9280000.0
2018-12-12,8296.4,8333.4,8333.4,8222.3,13000000.0
2018-12-11,8333.4,8370.5,8407.5,8185.3,9920000.0
2018-12-10,8389.0,8370.5,8426.0,8277.9,9860000.0
2018-12-07,8407.5,8296.4,8518.6,8296.4,11540000.0
2018-12-06,8296.4,8259.4,8296.4,8129.7,9000000.0
2018-12-05,8333.4,8148.2,8333.4,8111.2,11960000.0
2018-12-04,8296.4,8166.8,8370.5,8092.7,14390000.0
2018-12-03,8166.8,7851.9,8166.8,7851.9,10480000.0
2018-11-30,7703.8,7666.8,7777.9,7611.2,3610000.0
2018-11-29,7703.8,7870.5,7963.1,7703.8,4390000.0
2018-11-28,7777.9,7777.9,7777.9,7611.2,6630000.0
2018-11-27,7777.9,8000.1,8055.6,7703.8,7930000.0
2018-11-26,8000.1,8037.1,8037.1,7926.0,4740000.0
2018-11-23,8129.7,8222.3,8314.9,8092.7,4790000.0
2018-11-22,8314.9,8148.2,8389.0,8000.1,13510000.0
2018-11-21,8074.2,7889.0,8111.2,7814.9,9260000.0
2018-11-20,8074.2,7963.1,8222.3,7944.5,12690000.0
2018-11-19,8037.1,8037.1,8037.1,7777.9,18100000.0
2018-11-16,7518.6,7074.2,7518.6,7074.2,14380000.0
2018-11-15,7037.1,7314.9,7370.5,6981.6,8830000.0
2018-11-14,7351.9,7463.0,7500.1,7259.3,10520000.0
2018-11-13,7481.6,7481.6,7500.1,7407.5,8680000.0
2018-11-12,7574.2,7518.6,7592.7,7389.0,15770000.0
2018-11-09,7537.1,7648.2,7796.4,7537.1,5970000.0
2018-11-08,7666.8,7777.9,7814.9,7666.8,6170000.0
2018-11-07,7648.2,7796.4,7814.9,7592.7,7370000.0
2018-11-06,7759.3,7870.5,7889.0,7740.8,4400000.0
2018-11-05,7851.9,7703.8,7870.5,7629.7,5680000.0
2018-11-02,7777.9,7759.3,7907.5,7666.8,6960000.0
2018-11-01,7592.7,7926.0,7963.1,7574.2,7640000.0
2018-10-31,7926.0,7685.3,7926.0,7648.2,7930000.0
2018-10-30,7537.1,7444.5,7592.7,7444.5,9590000.0
2018-10-29,7555.6,7796.4,7796.4,7407.5,14520000.0
2018-10-26,7796.4,8000.1,8092.7,7685.3,9580000.0
2018-10-25,8000.1,7740.8,8000.1,7629.7,15430000.0
2018-10-24,8203.8,8333.4,8444.5,8185.3,7990000.0
2018-10-23,8444.5,8555.7,8555.7,8018.6,19790000.0
2018-10-22,8611.2,8870.5,8981.6,8611.2,7210000.0
2018-10-19,8852.0,8703.8,8852.0,8574.2,8850000.0
2018-10-18,8814.9,8852.0,8870.5,8740.8,5260000.0
2018-10-17,8889.0,8981.6,8981.6,8814.9,11000000.0
2018-10-16,8852.0,8777.9,8852.0,8722.3,7500000.0
2018-10-15,8777.9,9000.1,9000.1,8740.8,7020000.0
2018-10-12,8981.6,8685.3,9000.1,8611.2,22890000.0
2018-10-11,8611.2,8740.8,8926.0,8611.2,31920000.0
2018-10-10,9259.4,9370.5,9389.0,9166.8,11150000.0
2018-10-09,9333.4,9370.5,9444.6,9296.4,8670000.0
2018-10-08,9370.5,9500.1,9537.1,9370.5,12200000.0
2018-10-05,9537.1,9777.9,9833.4,9537.1,15020000.0
2018-10-04,9759.4,9703.8,9814.9,9666.8,11230000.0
2018-10-03,9666.8,9703.8,9796.4,9592.7,9340000.0
2018-10-02,9703.8,9777.9,9852.0,9685.3,9350000.0
2018-10-01,9777.9,9981.6,9981.6,9740.9,13370000.0
2018-09-28,9926.0,9907.5,10055.7,9907.5,21880000.0
2018-09-27,9722.3,9648.3,9814.9,9648.3,8710000.0
2018-09-26,9629.7,9592.7,9777.9,9592.7,11030000.0
2018-09-25,9592.7,9592.7,9703.8,9518.6,11610000.0
2018-09-24,9611.2,9777.9,9796.4,9592.7,13010000.0
2018-09-21,9740.9,9629.7,9796.4,9555.7,26380000.0
2018-09-20,9555.7,9296.4,9555.7,9296.4,15430000.0
2018-09-19,9240.8,9111.2,9407.5,9037.1,20480000.0
2018-09-18,9055.7,9055.7,9074.2,8944.5,7140000.0
2018-09-17,9037.1,9037.1,9222.3,9000.1,7670000.0
2018-09-14,9018.6,9074.2,9148.3,9000.1,7730000.0
2018-09-13,9000.1,9074.2,9148.3,8981.6,8070000.0
2018-09-12,9074.2,9185.3,9277.9,9074.2,7510000.0
2018-09-11,9148.3,9055.7,9185.3,9018.6,5690000.0
2018-09-10,9037.1,9259.4,9259.4,9037.1,8680000.0
2018-09-07,9259.4,9074.2,9259.4,9037.1,10350000.0
2018-09-06,9111.2,9370.5,9444.6,9074.2,17560000.0
2018-09-05,9389.0,9518.6,9574.2,9296.4,8199999.999999999
2018-09-04,9518.6,9592.7,9814.9,9518.6,12680000.0
2018-08-31,9592.7,9444.6,9777.9,9444.6,25360000.0
2018-08-30,9444.6,9352.0,9444.6,9296.4,8090000.0
2018-08-29,9352.0,9426.0,9444.6,9333.4,6600000.0
2018-08-28,9426.0,9444.6,9537.1,9389.0,10160000.0
2018-08-27,9370.5,9296.4,9444.6,9259.4,11050000.0
2018-08-24,9277.9,9352.0,9407.5,9259.4,10090000.0
2018-08-23,9407.5,9444.6,9463.1,9314.9,8150000.0
2018-08-22,9444.6,9518.6,9592.7,9426.0,8070000.0
2018-08-21,9444.6,9222.3,9463.1,9185.3,10390000.0
2018-08-20,9222.3,9611.2,9703.8,9129.7,28190000.0
2018-08-17,9629.7,9889.0,9926.0,9629.7,10820000.0
2018-08-16,9814.9,9740.9,9852.0,9629.7,11990000.0
2018-08-15,9814.9,10129.7,10185.3,9814.9,15220000.0
2018-08-14,10074.2,10185.3,10314.9,10074.2,26070000.0
2018-08-13,10055.7,9889.0,10148.3,9814.9,21260000.0
2018-08-10,9926.0,9963.1,9981.6,9777.9,6560000.0
2018-08-09,9963.1,9963.1,10166.8,9926.0,19750000.0
2018-08-08,9852.0,9759.4,9852.0,9703.8,9610000.0
2018-08-07,9685.3,9648.3,9870.5,9611.2,7490000.0
2018-08-06,9685.3,9852.0,9889.0,9648.3,7250000.0
2018-08-03,9852.0,10000.1,10000.1,9852.0,8170000.0
2018-08-02,9833.4,9777.9,9889.0,9555.7,12060000.0
2018-08-01,9926.0,10000.1,10129.7,9814.9,10610000.0
2018-07-31,10037.2,10055.7,10203.8,9963.1,10160000.0
2018-07-30,10111.2,10000.1,10277.9,9963.1,10140000.0
2018-07-27,9777.9,9703.8,9926.0,9333.4,17330000.0
2018-07-26,9703.8,9889.0,9889.0,9555.7,7120000.0
2018-07-25,9740.9,10000.1,10166.8,9740.9,8700000.0
2018-07-24,9926.0,10148.3,10259.4,9777.9,9940000.0
2018-07-23,10185.3,10592.7,10703.8,10185.3,22820000.0
2018-07-20,10926.1,10889.0,11000.1,10296.4,34710000.0
2018-07-19,11000.1,11129.8,11259.4,11000.1,14640000.0
2018-07-18,11129.8,10981.6,11296.4,10981.6,16460000.0
2018-07-17,10907.5,10222.3,10926.1,10129.7,23550000.0
2018-07-16,10222.3,10185.3,10352.0,10055.7,6590000.0
2018-07-13,10148.3,9889.0,10185.3,9889.0,6910000.0
2018-07-12,9759.4,9592.7,10037.2,9444.6,5520000.0
2018-07-11,9592.7,10000.1,10037.2,9592.7,14400000.0
2018-07-10,10296.4,10185.3,10426.0,10074.2,6070000.0
2018-07-09,10037.2,10185.3,10407.5,10000.1,5700000.0
2018-07-06,9981.6,9333.4,9981.6,9074.2,10770000.0
2018-07-05,9333.4,9777.9,9926.0,9203.8,5360000.0
2018-07-04,9777.9,9555.7,9777.9,9185.3,5620000.0
2018-07-03,9555.7,10259.4,10481.6,9555.7,9140000.0
2018-07-02,10259.4,10370.5,10592.7,10000.1,10730000.0
2018-06-29,10629.8,10926.1,11111.2,10592.7,10440000.0
2018-06-28,10926.1,11000.1,11352.0,10814.9,14510000.0
2018-06-27,11333.5,11852.0,12000.1,11259.4,10340000.0
2018-06-26,11852.0,11852.0,12055.7,11703.8,7250000.0
2018-06-25,12055.7,12222.4,12481.6,11981.6,13660000.0
2018-06-22,12185.3,11370.5,12185.3,11333.5,11480000.0
2018-06-21,11481.6,11629.8,11870.5,11444.6,7420000.0
2018-06-20,11518.6,11111.2,11518.6,10852.0,15140000.0
2018-06-19,10777.9,10740.9,10777.9,10444.6,9080000.0
2018-06-18,11222.3,11963.1,12000.1,11074.2,8650000.0
2018-06-15,10698.5,10806.6,10936.2,10655.3,17020000.0
2018-06-14,10806.6,11282.0,11303.7,10806.6,11780000.0
2018-06-13,11325.3,11152.4,11498.2,11152.4,11430000.0
2018-06-12,11346.9,11455.0,11455.0,10763.3,20640000.0
2018-06-11,11498.2,11217.2,11779.1,11130.8,13600000.0
2018-06-08,11195.6,10590.4,11195.6,10590.4,18900000.0
2018-06-07,10698.5,10720.1,10720.1,10471.6,9710000.0
2018-06-06,10687.7,10676.9,10784.9,10482.4,9460000.0
2018-06-05,10676.9,10936.2,11174.0,10590.4,21180000.0
2018-06-04,10633.7,10028.5,10633.7,10028.5,18000000.0
2018-06-01,9942.0,9617.8,10093.3,9531.4,17470000.0
2018-05-31,9725.9,9250.4,9769.1,9228.8,10810000.0
2018-05-30,9336.9,9077.5,9596.2,8969.4,22410000.0
2018-05-29,8969.4,8234.6,8969.4,8040.1,35660000.0
2018-05-28,8385.9,8861.4,8904.6,8385.9,12490000.0
2018-05-25,9012.7,9509.8,9553.0,8969.4,13440000.0
2018-05-24,9531.4,9834.0,9834.0,9434.1,8510000.0
2018-05-23,9747.5,9725.9,9834.0,9336.9,12040000.0
2018-05-22,9725.9,10158.2,10158.2,9509.8,12270000.0
2018-05-21,10158.2,10223.0,10395.9,10050.1,9110000.0
2018-05-18,10060.9,10050.1,10374.3,9725.9,11550000.0
2018-05-17,9898.8,10439.1,10439.1,9736.7,23700000.0
2018-05-16,10439.1,10763.3,10871.4,10439.1,10300000.0
2018-05-15,10849.8,10806.6,11022.7,10590.4,14740000.0
2018-05-14,10784.9,11303.7,11303.7,10395.9,39260000.0
2018-05-11,11174.0,10720.1,11238.8,10568.8,12660000.0
2018-05-10,10806.6,11476.6,11606.2,10806.6,11950000.0
2018-05-09,11476.6,11692.7,11930.4,11476.6,7280000.0
2018-05-08,11779.1,12038.5,12103.3,11779.1,11570000.0
2018-05-07,12081.7,11455.0,12081.7,11390.1,8730000.0
2018-05-04,11325.3,11346.9,11563.0,11217.2,12510000.0
2018-05-03,11174.0,10914.6,11238.8,10504.0,17570000.0
2018-05-02,11087.5,11563.0,11844.0,10957.9,13680000.0
2018-04-27,11563.0,11152.4,11865.6,10741.7,20350000.0
2018-04-26,11476.6,12276.3,12341.1,11476.6,15800000.0
2018-04-24,12319.5,11887.2,12514.0,11584.6,17800000.0
2018-04-23,12319.5,13356.9,13356.9,12319.5,43910000.0
2018-04-20,13227.2,13140.8,13248.8,12751.7,16350000.000000002
2018-04-19,13140.8,13745.9,13767.6,13140.8,17080000.0
2018-04-18,13789.2,14178.2,14178.2,13789.2,8140000.000000001
2018-04-17,14070.1,13875.6,14070.1,13789.2,8380000.000000001
2018-04-16,13810.8,13854.0,14113.4,13594.7,14330000.0
2018-04-13,13854.0,14437.6,14480.8,13854.0,15450000.0
2018-04-12,14351.1,14264.7,14372.7,14070.1,11860000.0
2018-04-11,14286.3,14761.8,14848.2,14156.6,21780000.0
2018-04-10,14761.8,15021.1,15129.2,14610.5,15240000.0
2018-04-09,14977.9,14696.9,15064.3,14653.7,16680000.0
2018-04-06,14718.5,14610.5,14783.4,14545.6,16210000.0
2018-04-05,14588.9,14740.1,14740.1,14437.6,17390000.0
2018-04-04,14718.5,14805.0,14913.1,14653.7,9380000.0
2018-04-03,14761.8,14696.9,14891.4,14632.1,14110000.0
2018-04-02,14696.9,13940.5,14761.8,13897.2,45700000.0
2018-03-30,13940.5,14091.8,14135.0,13918.8,9510000.0
2018-03-29,14091.8,14026.9,14243.0,14026.9,15830000.0
2018-03-28,14026.9,13854.0,14070.1,13854.0,8580000.0
2018-03-27,14026.9,14048.5,14264.7,13962.1,16350000.000000002
2018-03-26,13897.2,13681.1,14026.9,13681.1,13780000.0
2018-03-23,13767.6,13659.5,13940.5,13637.9,18960000.0
2018-03-22,14091.8,14091.8,14264.7,13854.0,14920000.0
2018-03-21,14048.5,14264.7,14372.7,14005.3,10960000.0
2018-03-20,14135.0,13767.6,14329.5,13745.9,31330000.0
2018-03-19,13702.7,14026.9,14113.4,13681.1,15280000.0
2018-03-16,13897.2,13810.8,14026.9,13616.3,20100000.0
2018-03-15,13789.2,13810.8,13940.5,13659.5,13610000.0
2018-03-14,13940.5,13940.5,14070.1,13724.3,13350000.0
2018-03-13,13875.6,13573.0,13875.6,13313.7,19190000.0
2018-03-12,13594.7,13810.8,13832.4,13356.9,34810000.0
2018-03-09,13810.8,14264.7,14264.7,13616.3,39880000.0
2018-03-08,14070.1,13508.2,14070.1,13400.1,25120000.0
2018-03-07,13400.1,13702.7,13724.3,13162.4,23520000.0
2018-03-06,13356.9,12989.5,13356.9,12816.6,18660000.0
2018-03-05,12643.7,13508.2,13637.9,12643.7,16280000.000000002
2018-03-02,13378.5,12643.7,13400.1,12600.4,26430000.0
2018-03-01,12795.0,12751.7,12946.3,12665.3,10880000.0
2018-02-28,12881.4,12730.1,13054.3,12622.1,15420000.0
2018-02-27,12730.1,12622.1,12795.0,12492.4,15100000.0
2018-02-26,12514.0,12751.7,12816.6,12492.4,20100000.0
2018-02-23,12643.7,12405.9,12643.7,12276.3,14060000.0
2018-02-22,12341.1,12535.6,12686.9,12211.4,19270000.0
2018-02-21,12622.1,12427.5,12773.4,12362.7,16059999.999999998
2018-02-13,12211.4,12297.9,12297.9,11995.3,11090000.0
2018-02-12,11930.4,11519.8,11930.4,11455.0,29430000.0
2018-02-09,11346.9,10590.4,11433.3,10590.4,18500000.0
2018-02-08,11238.8,11260.4,11368.5,11130.8,10720000.0
2018-02-07,11325.3,11238.8,11411.7,11109.1,27080000.0
2018-02-06,10676.9,10352.7,11130.8,10352.7,37360000.0
2018-02-05,11130.8,11584.6,11692.7,10979.5,18810000.0
2018-02-02,11714.3,11303.7,11714.3,11195.6,13250000.0
2018-02-01,11282.0,11563.0,11563.0,11195.6,12940000.0
2018-01-31,11519.8,11455.0,11692.7,11433.3,16390000.0
2018-01-30,11433.3,11152.4,11433.3,10979.5,24330000.0
2018-01-29,11260.4,11368.5,11671.1,11217.2,23140000.0
2018-01-26,11238.8,11346.9,11541.4,11195.6,25070000.0
2018-01-25,11325.3,10806.6,11368.5,10720.1,53130000.0
2018-01-22,10644.5,10417.5,10720.1,10417.5,14400000.0
2018-01-19,10417.5,10374.3,10828.2,10374.3,38170000.0
2018-01-18,10374.3,10114.9,10374.3,10050.1,14410000.0
2018-01-17,10158.2,10298.7,10439.1,10125.7,11680000.0
2018-01-16,10266.2,10331.1,10363.5,10071.7,19540000.0
2018-01-15,10374.3,10201.4,10460.7,10136.6,13180000.0
2018-01-12,10179.8,10590.4,10590.4,10114.9,27920000.0
2018-01-11,10536.4,10233.8,10536.4,10212.2,13130000.0
2018-01-10,10374.3,10385.1,10493.2,10244.6,19400000.0
2018-01-09,10352.7,10158.2,10363.5,9725.9,22270000.0
2018-01-08,10039.3,9596.2,10050.1,9509.8,12760000.0
2018-01-05,9596.2,9704.3,9704.3,9401.7,12080000.0
2018-01-04,9704.3,9380.1,9725.9,9369.3,14470000.0
2018-01-03,9369.3,9488.2,9596.2,9336.9,11070000.0
2018-01-02,9358.5,8872.2,9477.4,8872.2,32260000.0
2017-12-29,8861.4,8818.2,8926.2,8774.9,9870000.0
2017-12-28,8753.3,8688.5,8818.2,8688.5,6180000.0
2017-12-27,8623.6,8645.2,8710.1,8623.6,5070000.0
2017-12-26,8602.0,8645.2,8666.9,8580.4,3250000.0
2017-12-25,8623.6,8731.7,8731.7,8602.0,4100000.0
2017-12-22,8731.7,8710.1,8731.7,8612.8,4000000.0
2017-12-21,8742.5,8731.7,8839.8,8720.9,7340000.0
2017-12-20,8720.9,8472.3,8753.3,8472.3,5980000.0
2017-12-19,8472.3,8526.4,8526.4,8321.1,5790000.0
2017-12-18,8429.1,8321.1,8494.0,8299.4,5640000.0
2017-12-15,8256.2,8299.4,8396.7,8256.2,3420000.0
2017-12-14,8299.4,8213.0,8342.7,8213.0,3310000.0
2017-12-13,8191.4,8364.3,8375.1,8191.4,5310000.0
2017-12-12,8364.3,8385.9,8537.2,7780.7,13800000.0
2017-12-11,8331.9,8429.1,8526.4,8331.9,6110000.0
2017-12-08,8537.2,8558.8,8645.2,8515.6,5790000.0
2017-12-07,8558.8,8753.3,8774.9,8558.8,8070000.0
2017-12-06,8753.3,8872.2,8883.0,8666.9,9090000.0
2017-12-05,8872.2,9012.7,9066.7,8796.5,14040000.0
2017-12-04,8969.4,8904.6,9142.3,8904.6,13230000.0
2017-12-01,8893.8,8991.1,8991.1,8883.0,15100000.0
2017-11-30,8893.8,8731.7,8915.4,8710.1,20940000.0
2017-11-29,8666.9,8602.0,8742.5,8602.0,8900000.0
2017-11-28,8602.0,8602.0,8720.9,8580.4,7090000.0
2017-11-27,8602.0,8645.2,8645.2,8591.2,4000000.0
2017-11-24,8645.2,8699.3,8774.9,8580.4,4350000.0
2017-11-23,8645.2,8645.2,8839.8,8450.7,8630000.0
2017-11-22,8558.8,8429.1,8688.5,8407.5,7130000.0
2017-11-21,8418.3,8429.1,8504.8,8375.1,4640000.0
2017-11-20,8450.7,8558.8,8558.8,8439.9,2910000.0
2017-11-17,8537.2,8602.0,8645.2,8526.4,2600000.0
2017-11-16,8537.2,8494.0,8731.7,8439.9,4240000.0
2017-11-15,8494.0,8483.1,8526.4,8385.9,3590000.0
2017-11-14,8439.9,8364.3,8515.6,8364.3,3600000.0
2017-11-13,8364.3,8558.8,8558.8,8342.7,3400000.0
2017-11-10,8548.0,8569.6,8580.4,8537.2,2330000.0
2017-11-09,8580.4,8710.1,8710.1,8537.2,2490000.0
2017-11-08,8688.5,8537.2,8710.1,8461.5,3820000.0
2017-11-07,8537.2,8602.0,8602.0,8515.6,2680000.0
2017-11-06,8623.6,8688.5,8688.5,8537.2,2270000.0
2017-11-03,8688.5,8169.8,8688.5,8169.8,5820000.0
2017-11-02,8148.1,8688.5,8774.9,8126.5,11340000.0
2017-11-01,8710.1,8774.9,8839.8,8677.7,4600000.0
2017-10-31,8785.7,8883.0,8926.2,8774.9,4750000.0
2017-10-30,8883.0,8829.0,9034.3,8829.0,9070000.0
2017-10-27,8829.0,8774.9,8861.4,8764.1,3420000.0
2017-10-26,8796.5,8861.4,8926.2,8753.3,3510000.0
2017-10-25,8861.4,8796.5,8893.8,8710.1,5900000.0
2017-10-24,8796.5,8850.6,8850.6,8742.5,3820000.0
2017-10-23,8818.2,8926.2,9055.9,8796.5,6930000.0
2017-10-20,8926.2,8883.0,8991.1,8883.0,6850000.0
2017-10-19,8883.0,8904.6,9012.7,8818.2,4890000.0
2017-10-18,8926.2,9077.5,9099.1,8926.2,10930000.0
2017-10-17,8904.6,8796.5,8969.4,8796.5,7820000.0
2017-10-16,8796.5,8688.5,8904.6,8688.5,10260000.0
2017-10-13,8688.5,8623.6,8872.2,8623.6,6120000.0
2017-10-12,8656.1,8548.0,8818.2,8494.0,10930000.0
2017-10-11,8537.2,8256.2,8537.2,8245.4,16170000.000000002
2017-10-10,8213.0,8094.1,8256.2,8072.5,4020000.0
2017-10-09,8094.1,8126.5,8126.5,8050.9,4330000.0
2017-10-06,8040.1,8007.7,8040.1,7953.6,1890000.0
2017-10-05,7964.4,8018.5,8029.3,7964.4,1020000.0
2017-10-04,7975.2,7975.2,7996.9,7942.8,2120000.0
2017-10-03,7975.2,8040.1,8061.7,7942.8,3050000.0
2017-10-02,8050.9,8104.9,8126.5,7996.9,2940000.0
2017-09-29,8104.9,8050.9,8159.0,8050.9,3480000.0
2017-09-28,8050.9,8061.7,8169.8,8040.1,5730000.0
2017-09-27,8050.9,7910.4,8094.1,7910.4,6820000.0
2017-09-26,7910.4,7975.2,7975.2,7910.4,3320000.0
2017-09-25,7921.2,7932.0,7964.4,7921.2,2330000.0
2017-09-22,7932.0,7975.2,7975.2,7888.8,5960000.0
2017-09-21,7975.2,7975.2,7986.0,7942.8,2480000.0
2017-09-20,7975.2,7986.0,8061.7,7964.4,3650000.0
2017-09-19,7986.0,8061.7,8061.7,7975.2,3790000.0
2017-09-18,8061.7,8083.3,8104.9,8050.9,1500000.0
2017-09-15,8083.3,8094.1,8126.5,8072.5,1630000.0
2017-09-14,8094.1,8104.9,8126.5,8061.7,1240000.0
2017-09-13,8104.9,8072.5,8126.5,8018.5,1450000.0
2017-09-12,8072.5,7996.9,8104.9,7867.2,1530000.0
2017-09-11,7996.9,8213.0,8234.6,7975.2,3030000.0
2017-09-08,8256.2,8321.1,8321.1,8245.4,1570000.0
2017-09-07,8331.9,8256.2,8494.0,8256.2,4170000.0
2017-09-06,8245.4,7867.2,8256.2,7845.6,5870000.0
2017-09-05,7867.2,7791.5,7867.2,7791.5,5900000.0
2017-09-01,7845.6,7802.3,7845.6,7802.3,4530000.0
2017-08-31,7845.6,7802.3,7845.6,7802.3,5540000.0
2017-08-30,7845.6,7845.6,7845.6,7780.7,3840000.0
